event_id,org_id,account_id,user_id,feature_name,event_type,timestamp
evt_000021,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-01-16T09:24:37.654274
evt_000022,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-01-16T09:24:37.654274
evt_000023,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-01-18T16:48:37.654294
evt_000024,org_001,acc_001,usr_acc_001_1,integration_enabled,click,2026-01-18T16:48:37.654294
evt_000025,org_001,acc_001,usr_acc_001_1,api_call,click,2026-01-18T16:48:37.654294
evt_000026,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-01-19T08:46:37.654310
evt_000027,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-01-19T08:46:37.654310
evt_000028,org_001,acc_001,usr_acc_001_1,export_report,click,2026-01-21T18:32:37.654324
evt_000029,org_001,acc_001,usr_acc_001_1,integration_enabled,click,2026-01-21T18:32:37.654324
evt_000030,org_001,acc_001,usr_acc_001_1,api_call,click,2026-01-23T16:58:37.654338
evt_000031,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-01-23T16:58:37.654338
evt_000032,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-01-23T16:58:37.654338
evt_000033,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-01-27T08:15:37.654358
evt_000034,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-01-31T10:08:37.654373
evt_000035,org_001,acc_001,usr_acc_001_1,export_report,click,2026-01-31T10:08:37.654373
evt_000036,org_001,acc_001,usr_acc_001_1,integration_enabled,click,2026-01-31T10:08:37.654373
evt_000037,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-01-31T10:08:37.654373
evt_000038,org_001,acc_001,usr_acc_001_1,report_view,click,2026-02-02T11:59:37.654391
evt_000039,org_001,acc_001,usr_acc_001_1,integration_enabled,click,2026-02-02T11:59:37.654391
evt_000040,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-02-03T18:41:37.654410
evt_000041,org_001,acc_001,usr_acc_001_1,api_call,click,2026-02-03T18:41:37.654410
evt_000042,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-03T18:41:37.654410
evt_000043,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-03T18:41:37.654410
evt_000044,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-02-04T13:01:37.654427
evt_000045,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-04T13:01:37.654427
evt_000046,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-05T18:03:37.654439
evt_000047,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-07T11:17:37.654451
evt_000048,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-02-07T11:17:37.654451
evt_000049,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-07T11:17:37.654451
evt_000050,org_001,acc_001,usr_acc_001_1,report_view,click,2026-02-07T11:17:37.654451
evt_000051,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-09T15:15:37.654475
evt_000052,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-09T15:15:37.654475
evt_000053,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-09T15:15:37.654475
evt_000054,org_001,acc_001,usr_acc_001_1,report_view,click,2026-02-09T15:15:37.654475
evt_000055,org_001,acc_001,usr_acc_001_1,report_view,click,2026-02-10T14:26:37.654509
evt_000056,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-13T13:51:37.654522
evt_000057,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-13T13:51:37.654522
evt_000058,org_001,acc_001,usr_acc_001_1,api_call,click,2026-02-14T10:27:37.654537
evt_000059,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-14T10:27:37.654537
evt_000060,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-14T10:27:37.654537
evt_000061,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-15T16:06:37.654552
evt_000062,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-18T15:30:37.654565
evt_000063,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-18T15:30:37.654565
evt_000064,org_001,acc_001,usr_acc_001_1,api_call,click,2026-02-18T15:30:37.654565
evt_000065,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-18T15:30:37.654565
evt_000066,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-20T15:18:37.654584
evt_000067,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-20T15:18:37.654584
evt_000068,org_001,acc_001,usr_acc_001_1,integration_enabled,click,2026-02-20T15:18:37.654584
evt_000069,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-20T15:18:37.654584
evt_000070,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-22T16:03:37.654604
evt_000071,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-02-23T16:58:37.654614
evt_000072,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-02-23T16:58:37.654614
evt_000073,org_001,acc_001,usr_acc_001_1,report_view,click,2026-02-24T10:04:37.654627
evt_000074,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-02-26T17:15:37.654639
evt_000075,org_001,acc_001,usr_acc_001_1,integration_enabled,click,2026-02-27T18:37:37.654649
evt_000076,org_001,acc_001,usr_acc_001_1,export_report,click,2026-02-27T18:37:37.654649
evt_000077,org_001,acc_001,usr_acc_001_1,report_view,click,2026-02-27T18:37:37.654649
evt_000078,org_001,acc_001,usr_acc_001_1,api_call,click,2026-03-01T14:08:37.654666
evt_000079,org_001,acc_001,usr_acc_001_1,integration_enabled,click,2026-03-01T14:08:37.654666
evt_000080,org_001,acc_001,usr_acc_001_1,dashboard_view,click,2026-03-01T14:08:37.654666
evt_000081,org_001,acc_001,usr_acc_001_1,settings_update,click,2026-03-02T17:36:37.654686
evt_000082,org_001,acc_001,usr_acc_001_1,export_report,click,2026-03-03T12:08:37.654696
evt_000083,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-03T10:28:37.654708
evt_000084,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-03T10:28:37.654708
evt_000085,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-03T10:28:37.654708
evt_000086,org_001,acc_001,usr_acc_001_2,export_report,click,2026-01-04T16:19:37.654723
evt_000087,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-05T09:47:37.654733
evt_000088,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-05T09:47:37.654733
evt_000089,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-08T18:54:37.654748
evt_000090,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-01-08T18:54:37.654748
evt_000091,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-01-08T18:54:37.654748
evt_000092,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-08T18:54:37.654748
evt_000093,org_001,acc_001,usr_acc_001_2,export_report,click,2026-01-09T12:02:37.654765
evt_000094,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-09T12:02:37.654765
evt_000095,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-09T12:02:37.654765
evt_000096,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-01-10T15:35:37.654782
evt_000097,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-11T10:34:37.654792
evt_000098,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-11T10:34:37.654792
evt_000099,org_001,acc_001,usr_acc_001_2,export_report,click,2026-01-11T10:34:37.654792
evt_000100,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-12T08:19:37.654806
evt_000101,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-13T11:42:37.654819
evt_000102,org_001,acc_001,usr_acc_001_2,api_call,click,2026-01-13T11:42:37.654819
evt_000103,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-13T11:42:37.654819
evt_000104,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-01-16T10:51:37.654839
evt_000105,org_001,acc_001,usr_acc_001_2,export_report,click,2026-01-16T10:51:37.654839
evt_000106,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-16T10:51:37.654839
evt_000107,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-16T10:51:37.654839
evt_000108,org_001,acc_001,usr_acc_001_2,export_report,click,2026-01-18T18:55:37.654859
evt_000109,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-18T18:55:37.654859
evt_000110,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-01-18T18:55:37.654859
evt_000111,org_001,acc_001,usr_acc_001_2,export_report,click,2026-01-19T08:54:37.654875
evt_000112,org_001,acc_001,usr_acc_001_2,api_call,click,2026-01-19T08:54:37.654875
evt_000113,org_001,acc_001,usr_acc_001_2,api_call,click,2026-01-20T11:14:37.654887
evt_000114,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-20T11:14:37.654887
evt_000115,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-21T09:49:37.654900
evt_000116,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-21T09:49:37.654900
evt_000117,org_001,acc_001,usr_acc_001_2,api_call,click,2026-01-21T09:49:37.654900
evt_000118,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-24T08:07:37.654917
evt_000119,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-24T08:07:37.654917
evt_000120,org_001,acc_001,usr_acc_001_2,api_call,click,2026-01-25T17:27:37.654930
evt_000121,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-25T17:27:37.654930
evt_000122,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-25T17:27:37.654930
evt_000123,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-26T17:12:37.654946
evt_000124,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-27T16:59:37.654958
evt_000125,org_001,acc_001,usr_acc_001_2,api_call,click,2026-01-27T16:59:37.654958
evt_000126,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-28T18:58:37.654970
evt_000127,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-01-28T18:58:37.654970
evt_000128,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-28T18:58:37.654970
evt_000129,org_001,acc_001,usr_acc_001_2,report_view,click,2026-01-30T18:26:37.654986
evt_000130,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-01-30T18:26:37.654986
evt_000131,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-30T18:26:37.654986
evt_000132,org_001,acc_001,usr_acc_001_2,export_report,click,2026-01-30T18:26:37.654986
evt_000133,org_001,acc_001,usr_acc_001_2,api_call,click,2026-01-31T18:24:37.655015
evt_000134,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-01-31T18:24:37.655015
evt_000135,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-01-31T18:24:37.655015
evt_000136,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-01T11:27:37.655040
evt_000137,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-01T11:27:37.655040
evt_000138,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-01T11:27:37.655040
evt_000139,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-02-03T10:42:37.655056
evt_000140,org_001,acc_001,usr_acc_001_2,report_view,click,2026-02-03T10:42:37.655056
evt_000141,org_001,acc_001,usr_acc_001_2,report_view,click,2026-02-03T10:42:37.655056
evt_000142,org_001,acc_001,usr_acc_001_2,export_report,click,2026-02-05T11:43:37.655072
evt_000143,org_001,acc_001,usr_acc_001_2,export_report,click,2026-02-05T11:43:37.655072
evt_000144,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-06T11:30:37.655085
evt_000145,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-07T18:36:37.655095
evt_000146,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-07T18:36:37.655095
evt_000147,org_001,acc_001,usr_acc_001_2,export_report,click,2026-02-07T18:36:37.655095
evt_000148,org_001,acc_001,usr_acc_001_2,export_report,click,2026-02-07T18:36:37.655095
evt_000149,org_001,acc_001,usr_acc_001_2,export_report,click,2026-02-09T09:49:37.655115
evt_000150,org_001,acc_001,usr_acc_001_2,report_view,click,2026-02-09T09:49:37.655115
evt_000151,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-10T08:35:37.655130
evt_000152,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-11T15:42:37.655141
evt_000153,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-02-11T15:42:37.655141
evt_000154,org_001,acc_001,usr_acc_001_2,report_view,click,2026-02-11T15:42:37.655141
evt_000155,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-13T16:28:37.655157
evt_000156,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-02-13T16:28:37.655157
evt_000157,org_001,acc_001,usr_acc_001_2,export_report,click,2026-02-13T16:28:37.655157
evt_000158,org_001,acc_001,usr_acc_001_2,report_view,click,2026-02-13T16:28:37.655157
evt_000159,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-02-14T16:31:37.655176
evt_000160,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-14T16:31:37.655176
evt_000161,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-02-15T12:15:37.655188
evt_000162,org_001,acc_001,usr_acc_001_2,settings_update,click,2026-02-15T12:15:37.655188
evt_000163,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-02-15T12:15:37.655188
evt_000164,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-02-16T11:24:37.655204
evt_000165,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-16T11:24:37.655204
evt_000166,org_001,acc_001,usr_acc_001_2,export_report,click,2026-02-17T16:29:37.655217
evt_000167,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-19T17:44:37.655228
evt_000168,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-02-19T17:44:37.655228
evt_000169,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-02-19T17:44:37.655228
evt_000170,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-02-19T17:44:37.655228
evt_000171,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-23T16:51:37.655251
evt_000172,org_001,acc_001,usr_acc_001_2,export_report,click,2026-02-23T16:51:37.655251
evt_000173,org_001,acc_001,usr_acc_001_2,report_view,click,2026-02-24T15:01:37.655264
evt_000174,org_001,acc_001,usr_acc_001_2,report_view,click,2026-02-24T15:01:37.655264
evt_000175,org_001,acc_001,usr_acc_001_2,api_call,click,2026-02-24T15:01:37.655264
evt_000176,org_001,acc_001,usr_acc_001_2,dashboard_view,click,2026-03-01T14:37:37.655284
evt_000177,org_001,acc_001,usr_acc_001_2,api_call,click,2026-03-03T15:11:37.655297
evt_000178,org_001,acc_001,usr_acc_001_2,integration_enabled,click,2026-03-03T15:11:37.655297
evt_000179,org_001,acc_001,usr_acc_001_2,export_report,click,2026-03-03T15:11:37.655297
evt_000180,org_001,acc_001,usr_acc_001_3,api_call,click,2026-01-03T13:48:37.655313
evt_000181,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-01-03T13:48:37.655313
evt_000182,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-01-03T13:48:37.655313
evt_000183,org_001,acc_001,usr_acc_001_3,report_view,click,2026-01-04T16:03:37.655327
evt_000184,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-01-04T16:03:37.655327
evt_000185,org_001,acc_001,usr_acc_001_3,export_report,click,2026-01-09T08:39:37.655348
evt_000186,org_001,acc_001,usr_acc_001_3,api_call,click,2026-01-09T08:39:37.655348
evt_000187,org_001,acc_001,usr_acc_001_3,export_report,click,2026-01-11T11:29:37.655361
evt_000188,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-01-11T11:29:37.655361
evt_000189,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-01-11T11:29:37.655361
evt_000190,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-01-15T12:06:37.655379
evt_000191,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-01-16T14:25:37.655391
evt_000192,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-01-19T12:54:37.655406
evt_000193,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-01-21T14:42:37.655418
evt_000194,org_001,acc_001,usr_acc_001_3,api_call,click,2026-01-23T14:52:37.655429
evt_000195,org_001,acc_001,usr_acc_001_3,api_call,click,2026-01-28T16:41:37.655444
evt_000196,org_001,acc_001,usr_acc_001_3,api_call,click,2026-01-28T16:41:37.655444
evt_000197,org_001,acc_001,usr_acc_001_3,report_view,click,2026-01-28T16:41:37.655444
evt_000198,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-01-28T16:41:37.655444
evt_000199,org_001,acc_001,usr_acc_001_3,api_call,click,2026-01-29T11:53:37.655460
evt_000200,org_001,acc_001,usr_acc_001_3,export_report,click,2026-01-29T11:53:37.655460
evt_000201,org_001,acc_001,usr_acc_001_3,api_call,click,2026-01-29T11:53:37.655460
evt_000202,org_001,acc_001,usr_acc_001_3,api_call,click,2026-01-30T18:24:37.655476
evt_000203,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-01T11:22:37.655489
evt_000204,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-02-01T11:22:37.655489
evt_000205,org_001,acc_001,usr_acc_001_3,report_view,click,2026-02-01T11:22:37.655489
evt_000206,org_001,acc_001,usr_acc_001_3,report_view,click,2026-02-03T16:12:37.655518
evt_000207,org_001,acc_001,usr_acc_001_3,api_call,click,2026-02-03T16:12:37.655518
evt_000208,org_001,acc_001,usr_acc_001_3,api_call,click,2026-02-04T11:44:37.655531
evt_000209,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-04T11:44:37.655531
evt_000210,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-04T11:44:37.655531
evt_000211,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-04T11:44:37.655531
evt_000212,org_001,acc_001,usr_acc_001_3,api_call,click,2026-02-05T11:19:37.655550
evt_000213,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-02-05T11:19:37.655550
evt_000214,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-02-05T11:19:37.655550
evt_000215,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-06T16:21:37.655566
evt_000216,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-06T16:21:37.655566
evt_000217,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-06T16:21:37.655566
evt_000218,org_001,acc_001,usr_acc_001_3,export_report,click,2026-02-06T16:21:37.655566
evt_000219,org_001,acc_001,usr_acc_001_3,export_report,click,2026-02-07T11:20:37.655584
evt_000220,org_001,acc_001,usr_acc_001_3,export_report,click,2026-02-07T11:20:37.655584
evt_000221,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-09T17:48:37.655599
evt_000222,org_001,acc_001,usr_acc_001_3,export_report,click,2026-02-09T17:48:37.655599
evt_000223,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-09T17:48:37.655599
evt_000224,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-10T10:19:37.655613
evt_000225,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-10T10:19:37.655613
evt_000226,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-12T10:40:37.655632
evt_000227,org_001,acc_001,usr_acc_001_3,export_report,click,2026-02-13T15:30:37.655651
evt_000228,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-13T15:30:37.655651
evt_000229,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-13T15:30:37.655651
evt_000230,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-02-15T09:25:37.655671
evt_000231,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-17T10:51:37.655684
evt_000232,org_001,acc_001,usr_acc_001_3,export_report,click,2026-02-17T10:51:37.655684
evt_000233,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-17T10:51:37.655684
evt_000234,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-02-18T14:38:37.655699
evt_000235,org_001,acc_001,usr_acc_001_3,api_call,click,2026-02-18T14:38:37.655699
evt_000236,org_001,acc_001,usr_acc_001_3,integration_enabled,click,2026-02-19T15:19:37.655713
evt_000237,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-02-19T15:19:37.655713
evt_000238,org_001,acc_001,usr_acc_001_3,settings_update,click,2026-02-19T15:19:37.655713
evt_000239,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-19T15:19:37.655713
evt_000240,org_001,acc_001,usr_acc_001_3,export_report,click,2026-02-23T11:16:37.655734
evt_000241,org_001,acc_001,usr_acc_001_3,api_call,click,2026-02-24T16:04:37.655744
evt_000242,org_001,acc_001,usr_acc_001_3,export_report,click,2026-02-25T17:30:37.655754
evt_000243,org_001,acc_001,usr_acc_001_3,report_view,click,2026-02-26T12:44:37.655763
evt_000244,org_001,acc_001,usr_acc_001_3,api_call,click,2026-02-27T12:50:37.655775
evt_000245,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-27T12:50:37.655775
evt_000246,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-28T18:09:37.655787
evt_000247,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-02-28T18:09:37.655787
evt_000248,org_001,acc_001,usr_acc_001_3,api_call,click,2026-03-01T12:38:37.655800
evt_000249,org_001,acc_001,usr_acc_001_3,dashboard_view,click,2026-03-01T12:38:37.655800
evt_000250,org_001,acc_001,usr_acc_001_3,api_call,click,2026-03-01T12:38:37.655800
evt_000251,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-03T15:28:37.655827
evt_000252,org_001,acc_002,usr_acc_002_1,report_view,click,2026-01-06T11:43:37.655840
evt_000253,org_001,acc_002,usr_acc_002_1,integration_enabled,click,2026-01-08T10:30:37.655851
evt_000254,org_001,acc_002,usr_acc_002_1,export_report,click,2026-01-08T10:30:37.655851
evt_000255,org_001,acc_002,usr_acc_002_1,settings_update,click,2026-01-08T10:30:37.655851
evt_000256,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-08T10:30:37.655851
evt_000257,org_001,acc_002,usr_acc_002_1,integration_enabled,click,2026-01-10T09:30:37.655874
evt_000258,org_001,acc_002,usr_acc_002_1,integration_enabled,click,2026-01-10T09:30:37.655874
evt_000259,org_001,acc_002,usr_acc_002_1,report_view,click,2026-01-10T09:30:37.655874
evt_000260,org_001,acc_002,usr_acc_002_1,dashboard_view,click,2026-01-10T09:30:37.655874
evt_000261,org_001,acc_002,usr_acc_002_1,settings_update,click,2026-01-12T15:18:37.655894
evt_000262,org_001,acc_002,usr_acc_002_1,dashboard_view,click,2026-01-12T15:18:37.655894
evt_000263,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-12T15:18:37.655894
evt_000264,org_001,acc_002,usr_acc_002_1,dashboard_view,click,2026-01-12T15:18:37.655894
evt_000265,org_001,acc_002,usr_acc_002_1,report_view,click,2026-01-13T13:07:37.655913
evt_000266,org_001,acc_002,usr_acc_002_1,settings_update,click,2026-01-15T08:12:37.655925
evt_000267,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-15T08:12:37.655925
evt_000268,org_001,acc_002,usr_acc_002_1,report_view,click,2026-01-15T08:12:37.655925
evt_000269,org_001,acc_002,usr_acc_002_1,integration_enabled,click,2026-01-16T08:13:37.655940
evt_000270,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-16T08:13:37.655940
evt_000271,org_001,acc_002,usr_acc_002_1,report_view,click,2026-01-18T08:40:37.655955
evt_000272,org_001,acc_002,usr_acc_002_1,export_report,click,2026-01-18T08:40:37.655955
evt_000273,org_001,acc_002,usr_acc_002_1,export_report,click,2026-01-19T08:35:37.655969
evt_000274,org_001,acc_002,usr_acc_002_1,report_view,click,2026-01-22T09:41:37.655982
evt_000275,org_001,acc_002,usr_acc_002_1,integration_enabled,click,2026-01-22T09:41:37.655982
evt_000276,org_001,acc_002,usr_acc_002_1,settings_update,click,2026-01-22T09:41:37.655982
evt_000277,org_001,acc_002,usr_acc_002_1,report_view,click,2026-01-22T09:41:37.655982
evt_000278,org_001,acc_002,usr_acc_002_1,settings_update,click,2026-01-23T15:30:37.655999
evt_000279,org_001,acc_002,usr_acc_002_1,export_report,click,2026-01-23T15:30:37.655999
evt_000280,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-23T15:30:37.655999
evt_000281,org_001,acc_002,usr_acc_002_1,export_report,click,2026-01-23T15:30:37.655999
evt_000282,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-25T10:55:37.656019
evt_000283,org_001,acc_002,usr_acc_002_1,integration_enabled,click,2026-01-25T10:55:37.656019
evt_000284,org_001,acc_002,usr_acc_002_1,settings_update,click,2026-01-25T10:55:37.656019
evt_000285,org_001,acc_002,usr_acc_002_1,export_report,click,2026-01-26T08:18:37.656035
evt_000286,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-26T08:18:37.656035
evt_000287,org_001,acc_002,usr_acc_002_1,settings_update,click,2026-01-26T08:18:37.656035
evt_000288,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-26T08:18:37.656035
evt_000289,org_001,acc_002,usr_acc_002_1,api_call,click,2026-01-27T16:48:37.656054
