session_id,org_id,account_id,user_id,session_start,session_end,duration_minutes
sess_acc_001_usr_acc_001_2_35,org_001,acc_001,usr_acc_001_2,2026-01-28T18:58:37.654970,2026-01-28T19:45:37.654970,47
sess_acc_001_usr_acc_001_2_33,org_001,acc_001,usr_acc_001_2,2026-01-30T18:26:37.654986,2026-01-30T19:12:37.654986,46
sess_acc_001_usr_acc_001_2_32,org_001,acc_001,usr_acc_001_2,2026-01-31T18:24:37.655015,2026-01-31T18:51:37.655015,27
sess_acc_001_usr_acc_001_2_31,org_001,acc_001,usr_acc_001_2,2026-02-01T11:27:37.655040,2026-02-01T12:46:37.655040,79
sess_acc_001_usr_acc_001_2_29,org_001,acc_001,usr_acc_001_2,2026-02-03T10:42:37.655056,2026-02-03T10:57:37.655056,15
sess_acc_001_usr_acc_001_2_27,org_001,acc_001,usr_acc_001_2,2026-02-05T11:43:37.655072,2026-02-05T12:27:37.655072,44
sess_acc_001_usr_acc_001_2_26,org_001,acc_001,usr_acc_001_2,2026-02-06T11:30:37.655085,2026-02-06T12:53:37.655085,83
sess_acc_001_usr_acc_001_2_25,org_001,acc_001,usr_acc_001_2,2026-02-07T18:36:37.655095,2026-02-07T19:05:37.655095,29
sess_acc_001_usr_acc_001_2_23,org_001,acc_001,usr_acc_001_2,2026-02-09T09:49:37.655115,2026-02-09T10:48:37.655115,59
sess_acc_001_usr_acc_001_2_22,org_001,acc_001,usr_acc_001_2,2026-02-10T08:35:37.655130,2026-02-10T09:11:37.655130,36
sess_acc_001_usr_acc_001_2_21,org_001,acc_001,usr_acc_001_2,2026-02-11T15:42:37.655141,2026-02-11T16:54:37.655141,72
sess_acc_001_usr_acc_001_2_19,org_001,acc_001,usr_acc_001_2,2026-02-13T16:28:37.655157,2026-02-13T16:53:37.655157,25
sess_acc_001_usr_acc_001_2_18,org_001,acc_001,usr_acc_001_2,2026-02-14T16:31:37.655176,2026-02-14T17:56:37.655176,85
sess_acc_001_usr_acc_001_2_17,org_001,acc_001,usr_acc_001_2,2026-02-15T12:15:37.655188,2026-02-15T12:54:37.655188,39
sess_acc_001_usr_acc_001_2_16,org_001,acc_001,usr_acc_001_2,2026-02-16T11:24:37.655204,2026-02-16T11:48:37.655204,24
sess_acc_001_usr_acc_001_2_15,org_001,acc_001,usr_acc_001_2,2026-02-17T16:29:37.655217,2026-02-17T17:27:37.655217,58
sess_acc_001_usr_acc_001_2_13,org_001,acc_001,usr_acc_001_2,2026-02-19T17:44:37.655228,2026-02-19T17:51:37.655228,7
sess_acc_001_usr_acc_001_2_9,org_001,acc_001,usr_acc_001_2,2026-02-23T16:51:37.655251,2026-02-23T18:13:37.655251,82
sess_acc_001_usr_acc_001_2_8,org_001,acc_001,usr_acc_001_2,2026-02-24T15:01:37.655264,2026-02-24T15:55:37.655264,54
sess_acc_001_usr_acc_001_2_3,org_001,acc_001,usr_acc_001_2,2026-03-01T14:37:37.655284,2026-03-01T15:54:37.655284,77
sess_acc_001_usr_acc_001_2_1,org_001,acc_001,usr_acc_001_2,2026-03-03T15:11:37.655297,2026-03-03T15:22:37.655297,11
sess_acc_001_usr_acc_001_3_60,org_001,acc_001,usr_acc_001_3,2026-01-03T13:48:37.655313,2026-01-03T14:41:37.655313,53
sess_acc_001_usr_acc_001_3_59,org_001,acc_001,usr_acc_001_3,2026-01-04T16:03:37.655327,2026-01-04T16:52:37.655327,49
sess_acc_001_usr_acc_001_3_54,org_001,acc_001,usr_acc_001_3,2026-01-09T08:39:37.655348,2026-01-09T09:03:37.655348,24
sess_acc_001_usr_acc_001_3_52,org_001,acc_001,usr_acc_001_3,2026-01-11T11:29:37.655361,2026-01-11T12:06:37.655361,37
sess_acc_001_usr_acc_001_3_48,org_001,acc_001,usr_acc_001_3,2026-01-15T12:06:37.655379,2026-01-15T13:25:37.655379,79
sess_acc_001_usr_acc_001_3_47,org_001,acc_001,usr_acc_001_3,2026-01-16T14:25:37.655391,2026-01-16T14:55:37.655391,30
sess_acc_001_usr_acc_001_3_44,org_001,acc_001,usr_acc_001_3,2026-01-19T12:54:37.655406,2026-01-19T14:15:37.655406,81
sess_acc_001_usr_acc_001_3_42,org_001,acc_001,usr_acc_001_3,2026-01-21T14:42:37.655418,2026-01-21T15:34:37.655418,52
sess_acc_001_usr_acc_001_3_40,org_001,acc_001,usr_acc_001_3,2026-01-23T14:52:37.655429,2026-01-23T15:59:37.655429,67
sess_acc_001_usr_acc_001_3_35,org_001,acc_001,usr_acc_001_3,2026-01-28T16:41:37.655444,2026-01-28T17:20:37.655444,39
sess_acc_001_usr_acc_001_3_34,org_001,acc_001,usr_acc_001_3,2026-01-29T11:53:37.655460,2026-01-29T12:09:37.655460,16
sess_acc_001_usr_acc_001_3_33,org_001,acc_001,usr_acc_001_3,2026-01-30T18:24:37.655476,2026-01-30T19:12:37.655476,48
sess_acc_001_usr_acc_001_3_31,org_001,acc_001,usr_acc_001_3,2026-02-01T11:22:37.655489,2026-02-01T12:00:37.655489,38
sess_acc_001_usr_acc_001_3_29,org_001,acc_001,usr_acc_001_3,2026-02-03T16:12:37.655518,2026-02-03T16:27:37.655518,15
sess_acc_001_usr_acc_001_3_28,org_001,acc_001,usr_acc_001_3,2026-02-04T11:44:37.655531,2026-02-04T12:49:37.655531,65
sess_acc_001_usr_acc_001_3_27,org_001,acc_001,usr_acc_001_3,2026-02-05T11:19:37.655550,2026-02-05T12:48:37.655550,89
sess_acc_001_usr_acc_001_3_26,org_001,acc_001,usr_acc_001_3,2026-02-06T16:21:37.655566,2026-02-06T17:11:37.655566,50
sess_acc_001_usr_acc_001_3_25,org_001,acc_001,usr_acc_001_3,2026-02-07T11:20:37.655584,2026-02-07T11:40:37.655584,20
sess_acc_001_usr_acc_001_3_23,org_001,acc_001,usr_acc_001_3,2026-02-09T17:48:37.655599,2026-02-09T19:00:37.655599,72
sess_acc_001_usr_acc_001_3_22,org_001,acc_001,usr_acc_001_3,2026-02-10T10:19:37.655613,2026-02-10T10:25:37.655613,6
sess_acc_001_usr_acc_001_3_20,org_001,acc_001,usr_acc_001_3,2026-02-12T10:40:37.655632,2026-02-12T11:47:37.655632,67
sess_acc_001_usr_acc_001_3_19,org_001,acc_001,usr_acc_001_3,2026-02-13T15:30:37.655651,2026-02-13T16:31:37.655651,61
sess_acc_001_usr_acc_001_3_17,org_001,acc_001,usr_acc_001_3,2026-02-15T09:25:37.655671,2026-02-15T10:32:37.655671,67
sess_acc_001_usr_acc_001_3_15,org_001,acc_001,usr_acc_001_3,2026-02-17T10:51:37.655684,2026-02-17T12:08:37.655684,77
sess_acc_001_usr_acc_001_3_14,org_001,acc_001,usr_acc_001_3,2026-02-18T14:38:37.655699,2026-02-18T15:59:37.655699,81
sess_acc_001_usr_acc_001_3_13,org_001,acc_001,usr_acc_001_3,2026-02-19T15:19:37.655713,2026-02-19T16:39:37.655713,80
sess_acc_001_usr_acc_001_3_9,org_001,acc_001,usr_acc_001_3,2026-02-23T11:16:37.655734,2026-02-23T12:45:37.655734,89
sess_acc_001_usr_acc_001_3_8,org_001,acc_001,usr_acc_001_3,2026-02-24T16:04:37.655744,2026-02-24T16:29:37.655744,25
sess_acc_001_usr_acc_001_3_7,org_001,acc_001,usr_acc_001_3,2026-02-25T17:30:37.655754,2026-02-25T18:12:37.655754,42
sess_acc_001_usr_acc_001_3_6,org_001,acc_001,usr_acc_001_3,2026-02-26T12:44:37.655763,2026-02-26T13:47:37.655763,63
sess_acc_001_usr_acc_001_3_5,org_001,acc_001,usr_acc_001_3,2026-02-27T12:50:37.655775,2026-02-27T14:15:37.655775,85
sess_acc_001_usr_acc_001_3_4,org_001,acc_001,usr_acc_001_3,2026-02-28T18:09:37.655787,2026-02-28T18:48:37.655787,39
sess_acc_001_usr_acc_001_3_3,org_001,acc_001,usr_acc_001_3,2026-03-01T12:38:37.655800,2026-03-01T13:55:37.655800,77
sess_acc_002_usr_acc_002_1_60,org_001,acc_002,usr_acc_002_1,2026-01-03T15:28:37.655827,2026-01-03T15:43:37.655827,15
sess_acc_002_usr_acc_002_1_57,org_001,acc_002,usr_acc_002_1,2026-01-06T11:43:37.655840,2026-01-06T13:01:37.655840,78
sess_acc_002_usr_acc_002_1_55,org_001,acc_002,usr_acc_002_1,2026-01-08T10:30:37.655851,2026-01-08T11:41:37.655851,71
sess_acc_002_usr_acc_002_1_53,org_001,acc_002,usr_acc_002_1,2026-01-10T09:30:37.655874,2026-01-10T10:19:37.655874,49
sess_acc_002_usr_acc_002_1_51,org_001,acc_002,usr_acc_002_1,2026-01-12T15:18:37.655894,2026-01-12T16:47:37.655894,89
sess_acc_002_usr_acc_002_1_50,org_001,acc_002,usr_acc_002_1,2026-01-13T13:07:37.655913,2026-01-13T14:03:37.655913,56
sess_acc_002_usr_acc_002_1_48,org_001,acc_002,usr_acc_002_1,2026-01-15T08:12:37.655925,2026-01-15T09:23:37.655925,71
sess_acc_002_usr_acc_002_1_47,org_001,acc_002,usr_acc_002_1,2026-01-16T08:13:37.655940,2026-01-16T08:52:37.655940,39
sess_acc_002_usr_acc_002_1_45,org_001,acc_002,usr_acc_002_1,2026-01-18T08:40:37.655955,2026-01-18T10:02:37.655955,82
sess_acc_002_usr_acc_002_1_44,org_001,acc_002,usr_acc_002_1,2026-01-19T08:35:37.655969,2026-01-19T09:32:37.655969,57
sess_acc_002_usr_acc_002_1_41,org_001,acc_002,usr_acc_002_1,2026-01-22T09:41:37.655982,2026-01-22T10:05:37.655982,24
sess_acc_002_usr_acc_002_1_40,org_001,acc_002,usr_acc_002_1,2026-01-23T15:30:37.655999,2026-01-23T16:06:37.655999,36
sess_acc_002_usr_acc_002_1_38,org_001,acc_002,usr_acc_002_1,2026-01-25T10:55:37.656019,2026-01-25T11:08:37.656019,13
sess_acc_002_usr_acc_002_1_37,org_001,acc_002,usr_acc_002_1,2026-01-26T08:18:37.656035,2026-01-26T09:01:37.656035,43
sess_acc_002_usr_acc_002_1_36,org_001,acc_002,usr_acc_002_1,2026-01-27T16:48:37.656054,2026-01-27T18:02:37.656054,74
sess_acc_002_usr_acc_002_1_35,org_001,acc_002,usr_acc_002_1,2026-01-28T14:14:37.656073,2026-01-28T15:11:37.656073,57
sess_acc_002_usr_acc_002_1_31,org_001,acc_002,usr_acc_002_1,2026-02-01T18:50:37.656088,2026-02-01T20:18:37.656088,88
sess_acc_002_usr_acc_002_1_30,org_001,acc_002,usr_acc_002_1,2026-02-02T17:21:37.656100,2026-02-02T17:38:37.656100,17
sess_acc_002_usr_acc_002_1_28,org_001,acc_002,usr_acc_002_1,2026-02-04T18:09:37.656118,2026-02-04T18:23:37.656118,14
sess_acc_002_usr_acc_002_1_27,org_001,acc_002,usr_acc_002_1,2026-02-05T09:54:37.656148,2026-02-05T10:41:37.656148,47
sess_acc_002_usr_acc_002_1_25,org_001,acc_002,usr_acc_002_1,2026-02-07T09:15:37.656176,2026-02-07T10:40:37.656176,85
sess_acc_002_usr_acc_002_1_24,org_001,acc_002,usr_acc_002_1,2026-02-08T09:48:37.656191,2026-02-08T11:14:37.656191,86
sess_acc_002_usr_acc_002_1_23,org_001,acc_002,usr_acc_002_1,2026-02-09T12:57:37.656202,2026-02-09T13:05:37.656202,8
sess_acc_002_usr_acc_002_1_21,org_001,acc_002,usr_acc_002_1,2026-02-11T13:27:37.656214,2026-02-11T13:50:37.656214,23
sess_acc_002_usr_acc_002_1_20,org_001,acc_002,usr_acc_002_1,2026-02-12T10:10:37.656229,2026-02-12T10:37:37.656229,27
sess_acc_002_usr_acc_002_1_17,org_001,acc_002,usr_acc_002_1,2026-02-15T17:09:37.656244,2026-02-15T17:43:37.656244,34
sess_acc_002_usr_acc_002_1_14,org_001,acc_002,usr_acc_002_1,2026-02-18T12:43:37.656263,2026-02-18T13:57:37.656263,74
sess_acc_002_usr_acc_002_1_11,org_001,acc_002,usr_acc_002_1,2026-02-21T14:44:37.656277,2026-02-21T15:21:37.656277,37
sess_acc_002_usr_acc_002_1_10,org_001,acc_002,usr_acc_002_1,2026-02-22T14:36:37.656293,2026-02-22T15:26:37.656293,50
sess_acc_002_usr_acc_002_1_7,org_001,acc_002,usr_acc_002_1,2026-02-25T17:55:37.656314,2026-02-25T18:06:37.656314,11
sess_acc_002_usr_acc_002_1_6,org_001,acc_002,usr_acc_002_1,2026-02-26T11:39:37.656332,2026-02-26T12:16:37.656332,37
sess_acc_002_usr_acc_002_1_3,org_001,acc_002,usr_acc_002_1,2026-03-01T15:02:37.656347,2026-03-01T16:21:37.656347,79
sess_acc_002_usr_acc_002_1_1,org_001,acc_002,usr_acc_002_1,2026-03-03T14:11:37.656374,2026-03-03T14:41:37.656374,30
sess_acc_002_usr_acc_002_2_60,org_001,acc_002,usr_acc_002_2,2026-01-03T12:53:37.656394,2026-01-03T13:19:37.656394,26
sess_acc_002_usr_acc_002_2_57,org_001,acc_002,usr_acc_002_2,2026-01-06T09:09:37.656416,2026-01-06T09:42:37.656416,33
sess_acc_002_usr_acc_002_2_56,org_001,acc_002,usr_acc_002_2,2026-01-07T16:07:37.656434,2026-01-07T17:10:37.656434,63
sess_acc_002_usr_acc_002_2_55,org_001,acc_002,usr_acc_002_2,2026-01-08T14:52:37.656448,2026-01-08T16:18:37.656448,86
sess_acc_002_usr_acc_002_2_54,org_001,acc_002,usr_acc_002_2,2026-01-09T17:56:37.656463,2026-01-09T19:12:37.656463,76
sess_acc_002_usr_acc_002_2_53,org_001,acc_002,usr_acc_002_2,2026-01-10T15:58:37.656481,2026-01-10T16:41:37.656481,43
sess_acc_002_usr_acc_002_2_52,org_001,acc_002,usr_acc_002_2,2026-01-11T15:07:37.656501,2026-01-11T15:24:37.656501,17
sess_acc_002_usr_acc_002_2_51,org_001,acc_002,usr_acc_002_2,2026-01-12T13:42:37.656513,2026-01-12T14:56:37.656513,74
sess_acc_002_usr_acc_002_2_45,org_001,acc_002,usr_acc_002_2,2026-01-18T13:13:37.656545,2026-01-18T14:14:37.656545,61
sess_acc_002_usr_acc_002_2_44,org_001,acc_002,usr_acc_002_2,2026-01-19T18:22:37.656570,2026-01-19T18:34:37.656570,12
sess_acc_002_usr_acc_002_2_43,org_001,acc_002,usr_acc_002_2,2026-01-20T11:41:37.656594,2026-01-20T13:07:37.656594,86
sess_acc_002_usr_acc_002_2_41,org_001,acc_002,usr_acc_002_2,2026-01-22T10:50:37.656607,2026-01-22T12:07:37.656607,77
sess_acc_002_usr_acc_002_2_40,org_001,acc_002,usr_acc_002_2,2026-01-23T11:52:37.656619,2026-01-23T12:26:37.656619,34
sess_acc_002_usr_acc_002_2_39,org_001,acc_002,usr_acc_002_2,2026-01-24T10:08:37.656635,2026-01-24T11:22:37.656635,74
sess_acc_002_usr_acc_002_2_37,org_001,acc_002,usr_acc_002_2,2026-01-26T13:50:37.656651,2026-01-26T14:25:37.656651,35
sess_acc_002_usr_acc_002_2_36,org_001,acc_002,usr_acc_002_2,2026-01-27T14:33:37.656666,2026-01-27T14:52:37.656666,19
sess_acc_002_usr_acc_002_2_35,org_001,acc_002,usr_acc_002_2,2026-01-28T13:32:37.656678,2026-01-28T14:52:37.656678,80
sess_acc_002_usr_acc_002_2_34,org_001,acc_002,usr_acc_002_2,2026-01-29T17:02:37.656688,2026-01-29T18:31:37.656688,89
sess_acc_002_usr_acc_002_2_33,org_001,acc_002,usr_acc_002_2,2026-01-30T15:54:37.656703,2026-01-30T16:50:37.656703,56
sess_acc_002_usr_acc_002_2_31,org_001,acc_002,usr_acc_002_2,2026-02-01T09:20:37.656720,2026-02-01T10:42:37.656720,82
sess_acc_002_usr_acc_002_2_30,org_001,acc_002,usr_acc_002_2,2026-02-02T18:37:37.656733,2026-02-02T19:52:37.656733,75
sess_acc_002_usr_acc_002_2_29,org_001,acc_002,usr_acc_002_2,2026-02-03T16:38:37.656750,2026-02-03T17:38:37.656750,60
sess_acc_002_usr_acc_002_2_28,org_001,acc_002,usr_acc_002_2,2026-02-04T18:41:37.656764,2026-02-04T19:56:37.656764,75
sess_acc_002_usr_acc_002_2_26,org_001,acc_002,usr_acc_002_2,2026-02-06T15:25:37.656781,2026-02-06T16:23:37.656781,58
sess_acc_002_usr_acc_002_2_25,org_001,acc_002,usr_acc_002_2,2026-02-07T18:16:37.656791,2026-02-07T19:08:37.656791,52
sess_acc_002_usr_acc_002_2_24,org_001,acc_002,usr_acc_002_2,2026-02-08T09:05:37.656803,2026-02-08T10:05:37.656803,60
sess_acc_002_usr_acc_002_2_21,org_001,acc_002,usr_acc_002_2,2026-02-11T17:35:37.656816,2026-02-11T18:51:37.656816,76
sess_acc_002_usr_acc_002_2_20,org_001,acc_002,usr_acc_002_2,2026-02-12T18:48:37.656830,2026-02-12T19:47:37.656830,59
sess_acc_002_usr_acc_002_2_18,org_001,acc_002,usr_acc_002_2,2026-02-14T17:32:37.656842,2026-02-14T18:04:37.656842,32
sess_acc_002_usr_acc_002_2_17,org_001,acc_002,usr_acc_002_2,2026-02-15T09:22:37.656855,2026-02-15T10:38:37.656855,76
sess_acc_002_usr_acc_002_2_16,org_001,acc_002,usr_acc_002_2,2026-02-16T14:54:37.656870,2026-02-16T16:10:37.656870,76
sess_acc_002_usr_acc_002_2_13,org_001,acc_002,usr_acc_002_2,2026-02-19T10:17:37.656883,2026-02-19T11:01:37.656883,44
sess_acc_002_usr_acc_002_2_11,org_001,acc_002,usr_acc_002_2,2026-02-21T14:04:37.656899,2026-02-21T14:27:37.656899,23
sess_acc_002_usr_acc_002_2_9,org_001,acc_002,usr_acc_002_2,2026-02-23T14:29:37.656910,2026-02-23T15:17:37.656910,48
sess_acc_002_usr_acc_002_2_6,org_001,acc_002,usr_acc_002_2,2026-02-26T09:56:37.656932,2026-02-26T10:07:37.656932,11
sess_acc_002_usr_acc_002_2_5,org_001,acc_002,usr_acc_002_2,2026-02-27T09:17:37.656955,2026-02-27T10:18:37.656955,61
sess_acc_002_usr_acc_002_2_4,org_001,acc_002,usr_acc_002_2,2026-02-28T16:07:37.656977,2026-02-28T16:56:37.656977,49
sess_acc_002_usr_acc_002_2_3,org_001,acc_002,usr_acc_002_2,2026-03-01T16:42:37.656994,2026-03-01T17:26:37.656994,44
sess_acc_002_usr_acc_002_2_2,org_001,acc_002,usr_acc_002_2,2026-03-02T17:03:37.657004,2026-03-02T17:08:37.657004,5
sess_acc_002_usr_acc_002_3_59,org_001,acc_002,usr_acc_002_3,2026-01-04T09:00:37.657019,2026-01-04T10:08:37.657019,68
sess_acc_002_usr_acc_002_3_57,org_001,acc_002,usr_acc_002_3,2026-01-06T18:51:37.657038,2026-01-06T19:41:37.657038,50
sess_acc_002_usr_acc_002_3_55,org_001,acc_002,usr_acc_002_3,2026-01-08T08:29:37.657051,2026-01-08T08:43:37.657051,14
sess_acc_002_usr_acc_002_3_54,org_001,acc_002,usr_acc_002_3,2026-01-09T18:26:37.657066,2026-01-09T19:08:37.657066,42
sess_acc_002_usr_acc_002_3_53,org_001,acc_002,usr_acc_002_3,2026-01-10T13:10:37.657078,2026-01-10T14:34:37.657078,84
sess_acc_002_usr_acc_002_3_51,org_001,acc_002,usr_acc_002_3,2026-01-12T17:25:37.657097,2026-01-12T18:37:37.657097,72
sess_acc_002_usr_acc_002_3_48,org_001,acc_002,usr_acc_002_3,2026-01-15T10:04:37.657109,2026-01-15T11:14:37.657109,70
sess_acc_002_usr_acc_002_3_47,org_001,acc_002,usr_acc_002_3,2026-01-16T13:22:37.657119,2026-01-16T14:49:37.657119,87
sess_acc_002_usr_acc_002_3_46,org_001,acc_002,usr_acc_002_3,2026-01-17T11:11:37.657134,2026-01-17T12:33:37.657134,82
sess_acc_002_usr_acc_002_3_45,org_001,acc_002,usr_acc_002_3,2026-01-18T18:31:37.657147,2026-01-18T19:35:37.657147,64
sess_acc_002_usr_acc_002_3_43,org_001,acc_002,usr_acc_002_3,2026-01-20T18:20:37.657179,2026-01-20T18:44:37.657179,24
sess_acc_002_usr_acc_002_3_42,org_001,acc_002,usr_acc_002_3,2026-01-21T12:37:37.657200,2026-01-21T12:49:37.657200,12
sess_acc_002_usr_acc_002_3_41,org_001,acc_002,usr_acc_002_3,2026-01-22T08:03:37.657214,2026-01-22T08:55:37.657214,52
